id,name,lat,lon,WIC,street,city,country,State,zip_code
1000519,Alexandria Bay Farmers Market,-75.916118,44.331171,Y,Route 12,Alexandria Bay,Jefferson,New York,13607
1019113,Alexandria Farmers Market,-95.375902,45.890762,N,Broadway & Second Ave,Alexandria,Douglas,Minnesota,56308
1021464,Alexandria Farmers Market,-92.466488,31.294467,Y,2727 JACKSON STREET,Alexandria ,Rapides,Louisiana,71301
1021597,Algoma Sunday Farmers Market,-87.435983,44.607438,Y,Clark St. and Lake St.,Algoma ,Kewaunee,Wisconsin,54201
1019831,Allen County Farmers' Market,-95.400669,37.927427,N,Jefferson,IOLA,Allen,Kansas,66749
1019832,Allen County Farmers' Market,-95.400669,37.927427,N,807  N. State,Iola,Allen,Kansas,66749
1012389,Aloha Community Farmers' Market,-122.858722,45.480164,Y,17675 SW Farmington Rd and SW Kinnaman Rd,Aloha,Washington,Oregon,97007
1020150,Alturas Farmers Market,-120.542201,41.483907,Y,108 S Main St,Alturas,Modoc,California,96101
1021309,Ambler Farmers' Market,-75.225298,40.153501,Y,29 West Butler Pike,Ambler,Montgomery,Pennsylvania,19002
1011171,Ames Main Street Farmers' Market,-93.614943,42.025222,Y,300 & 400 Blocks of  Main Street,"Ames, IA",Story,Iowa,50010
1003563,Amicalola Regional Farmers Market,-84.099043,34.437795,N,186 Recreation Road,Dawsonville,Dawson,Georgia,30534
1019438,Amqui Station Farmers Market,-86.717491,36.257792,N,303 Madison Street,Madison,Davidson,Tennessee,37115
1012157,Anaconda Community Market,-113.139108,46.099059,N,Kennedy Common (306 Main),Anaconda,Deer Lodge,Montana,59711
1005944,Anacortes Farmers Market,-122.609181,48.516974,Y,611 R Avenue,Anacortes,Skagit,Washington,98221
1019647,Anderson County Farmers Market,-82.652197,34.506898,Y,402 N. Murray Ave,Anderson,Anderson,South Carolina,29621
1020084,Anderson County Farmers Market ,-84.917629,38.076447,N,1505 US-127 N,Lawrenceburg ,Anderson,Kentucky,40342
1003516,Andersonville Farmers Market,-87.668602,41.981745,Y,1500 W. Catalpa Ave.,Chicago,Cook,Illinois,60640
1020060,Andover Farmers Market,-71.143138,42.653616,Y,41 Central Street,Andover,Essex,Massachusetts,01810
1019484,Annandale Farmers Market ,-77.196229,38.832801,N,6621 Columbia Pike,Annandale ,Fairfax,Virginia,
1019096,Annandale Farmers Market - ACT,-94.1238322,45.2636097,N,25 East Cedar St,Annandale ,Wright,Minnesota,55302
1018934,"Antigo Farmers Market, Inc.",-89.14985,45.138703,Y,420 Field Street,Antigo,Langlade,Wisconsin,54409
1019350,Antioch's Farmers Market,-88.09457,42.478128,N,900 Skidmore Drive,Antioch,Lake,Illinois,60002
1000431,Appleton Downtown Farm Market,-88.40703,44.26201,Y,100 College Avenue,Appleton,Outagamie,Wisconsin,54911
1021359,Aquidneck Growers Market - Wednesday,-71.305831,41.483658,N,Memorial Blvd,Newport,Newport,Rhode Island,02840
1021733,Aquidneck Growers Market Miantonomi Community Farmers Market,-71.30979,41.509894,Y,120 Hillside Avenue,Newport,Newport,Rhode Island,02840
1021732,Aquidneck Growers Market- Saturday Summer,-71.304555,41.509123,Y,35 Dexter St,Newport,Newport,Rhode Island,02840
1019662,Arlington Village Farmers Market,-73.146078,43.072884,N,3904 VT-7A,Arlington,Bennington,Vermont,05250
1019904,Armory Farmers Market,-71.4316,41.814767,Y,85 Parade St,Providence,Providence,Rhode Island,02909
1019222,Arnold Farmers Market,-90.353093,38.453275,N,2400 Bradley Beach Road,Arnold,Jefferson,Missouri,63010
1019495,Artisan Alley Farmers and Makers Market,-81.304341,29.027562,N,Artisan Alley,DeLand,Volusia,Florida,32720
1020068,Artistlane Farmers Market,-82.073422,33.365531,N,1966 Broad Street,Augusta-Richmond County consolidated government (balance),Richmond,Georgia,30904
1009810,Ashland Farmers Market,-71.461538,42.260027,Y,125 Front St,Ashland,Middlesex,Massachusetts,01721
1021627,Astoria Sunday Market,-123.83015,46.188719,Y,12th and Commercial St.,Astoria,Clatsop,Oregon,97103
1001245,ASU Regional Farmers' Market,-90.667327,35.840771,Y,3300 Aggie Road,Jonesboro,Craighead,Arkansas,72401
1002984,Atchison Farmers Market,-95.119878,39.560737,N,Between 5th and 6th Streets on the south side of Main Street,Atchison,Atchison,Kansas,66002
1005086,Athens Farmers Market,-82.056622,39.336038,Y,1002 East State Street,Athens,Athens,Ohio,45701
1018033,"Athens Farmers Market, L.L.C.",-83.380247,33.959088,N,271 W Hancock Ave,Athens,Clarke,Georgia,30601
1018032,"Athens Farmers Market, LLC",-83.4121317,33.9644564,N,705 Sunset Dr,Athens,Clarke,Georgia,30606
1021450,Athol Farmers Market,-116.707904,47.944594,N,30355 N 3rd Street,Athol,Kootenai,Idaho,83801
1018330,"Attleboro Farmers Market, inc",-71.299235,41.937562,N,201 County Street,Attleboro ,Bristol,Massachusetts,02703
1021225,Atwater Village Farmers' Market,-118.260151,34.117828,Y,3528 Larga Ave,Los Angeles ,Los Angeles,California,90039
1019789,Auburn Farmers Market,-122.218459,47.298267,Y,1140 Auburn Way S,Auburn,King,Washington,98002
1021329,Aurora Farmers Market,-76.699995,42.744684,N,170 Main Street,Aurora,Cayuga,New York,13026
1000559,Aurora Local Farmer's Market - Summer Market,-93.7201867,36.948908,N,2031 S. Elliott Ave.,Aurora,Lawrence,Missouri,65605
1021534,AUSTIN FARMERS MARKET ,-97.741448,30.387094,Y,9607 RESEARCH BLVD,AUSTIN,Travis,Texas,78759
1019396,Avon Farmers Market,-86.38263,39.765279,Y,8190 E US Highway 36,Avon,Hendricks,Indiana,
1019126,Avon Library Farmers Market,-72.860448,41.78971,Y,"281 COUNTRY CLUB RD., C/O AVON LIBRARY",AVON,Hartford,Connecticut,06001
1021528,Backyard Market in Black Forest ,-104.702384,39.014791,N,12530 Black Forest Rd,Colorado Springs,El Paso,Colorado,80908
1021530,Backyard Market in Black Forest - Holiday ,-104.701697,39.029861,N,13710 Black Forest Road ,Colorado Springs,El Paso,Colorado,80908
1021529,Backyard Market in Black Forest - Winter ,-104.698264,39.013991,N,6845 Shoup Road ,Colorado Springs ,El Paso,Colorado,80908
1019044,Bainbridge Farm Market,-86.817696,39.7622329,Y,201 Grant Ave,bainbridge,Putnam,Indiana,46105
1019076,Baldwin's Main St. Farmers Market,-92.370763,44.966999,N,Main St. and 6th Ave.,Baldwin,St. Croix,Wisconsin,54002
1021338,Ballard Farmers Market ,-122.3845,47.667512,Y,5300 Ballard AVE NW,Seattle ,King,Washington,98107
1021521,Bamberg Farmers Market,-81.031222,33.300136,N,12205 Heritage Hwy,Bamberg ,Bamberg,South Carolina,29003
1012081,Bangor Farmers' Market,-68.771649,44.8039587,Y,Corner of Franklin and Harlow Streets,Bangor,Penobscot,Maine,04401
1021582,Barm Bargains Market,-120.878152,38.840227,Y,3782 Winding Creek Ln,Garden Valley,El Dorado,California,95633
1001604,Barnegat Farmers Market,-74.221654,39.753903,N,14 Birdsall St.,Barnegat,Ocean,New Jersey,08005
1020029,Barrow County Farmers Market,-83.721123,33.993074,N,30 N. Broad St,Winder,Barrow,Georgia,30680
1003335,Basalt Sunday Market,-107.034736,39.368957,N,101 Midland Avenue,Basalt,Eagle,Colorado,81621
1019871,Bassett Farmers Market,-99.536625,42.582541,N,200 Clark St.,Bassett,Rock,Nebraska,68714
1000436,Bastrop 1832 Farmers Market,-97.311627,30.111777,N,1302 Chestnut Street,Bastrop,Bastrop,Texas,78602
1021540,Batavia Farmers' Market,-88.306027,41.851028,N,North River Street,Batavia,Kane,Illinois,60510
1021265,Batesville Farmers Market,-85.221859,39.298852,N,Main and Boehringer Street,Batesville ,Ripley,Indiana,47006
1021443,Battle Creek Farmers Market,-85.18515,42.32009,Y,25 S McCamly St,Battle Creek,Calhoun,Michigan,49017
1019617,Bay Area Farmers Market ,-95.150682,29.548702,N,500 Baybrook Mall Drive,Friendswood,Harris,Texas,77546
1019874,Beatrice Farmers Market Indian Creek Mall,-96.747301,40.273594,N,Indian Creek Mall 2205 N 6th St,Beatrice,Gage,Nebraska,68310
1020102,Beattyville Main Street Marketplace Locally Made Market,-83.705633,37.591129,Y,26 Hwy 52 W,Beattyville,Lee,Kentucky,41311
1018735,Beaumont Farmers' Market,-94.169203,30.067686,N,,"Beaumont, ",Jefferson,Texas,77707
1019875,Beaver City Farmers Market,-99.827615,40.138332,N,,Beaver City,Furnas,Nebraska,
1020097,Beaver Dam Farmer's Market,-86.877647,37.407199,N,Hwy 231 South ,Beaver Dam,Ohio,Kentucky,42320
1021630,Beaverdale Farmers Market,-93.68471,41.612479,Y,4801 Franklin Avenue,Des Moines,Polk,Iowa,50310
1019853,Bedford Farmers Market,-71.525849,42.938268,N,209 Route 101,Bedford,Hillsborough,New Hampshire,03110
1019400,Bedminster Farmers Market,-74.646889,40.662856,N,3055 River Road,Bedminster,Somerset,New Jersey,07921
1010607,Bel Air Farmers' Market,-76.351011,39.535284,Y,2 South Bond Street,Bel Air,Harford,Maryland,21014
1011902,Belleville Farmer's Market,-97.630924,39.822988,N,1815 M St. ,Belleville ,Republic,Kansas,66935
1021363,Belleville Farmers Market,-83.482812,42.201917,N,Main and 4th,Belleville,Wayne,Michigan,48111
1008140,Bellingham Farmers Market,-122.469657,48.75262,Y,1207 10th Street,Bellingham,Whatcom,Washington,98226
1002064,Belmont Farmers Market,-78.053508,42.234077,Y,5429 State Route 19N,Belmont,Allegany,New York,14813
1011363,Belton Farmers Market,-94.525252,38.808556,N,Memorial Park,Belton ,Cass,Missouri,64012
1001316,Bemidji's Natural Choice Farmers Market,-94.880609,47.469337,Y,Union Square Parking Lot--2nd Street & Paul Bunyan Drive,Bemidji,Beltrami,Minnesota,56601
1001533,Benica Certified Farmers Market,-122.161188,38.046215,Y,First Street between B & D Streets,Benicia,Solano,California,94510
1018644,Bennet Farmers' Market,-96.503262,40.680612,N,Elm and Harrison,Bennet,Lancaster,Nebraska,68317
1021403,Bentonville Farmers Market ,-94.208458,36.372637,Y,100 N. Main Street ,Bentonville ,Benton,Arkansas,72712
1005183,Berkeley Springs Farmers Market,-78.227534,39.624722,N,129 Fairfax Street at Washington Street/522,Berkeley Springs,Morgan,West Virginia,25411
1019005,Berkey Farmers Market,-83.839418,41.715538,N,12290 Sylvania-Metamora Rd,Berkey,Lucas,Ohio,43504
1021628,Berwick Winter Farmers Market,-70.86243,43.269956,N,11 Sullivan St.,Berwick,York,Maine,03901
1019168,BESSEMER FARMERS MARKET,-86.95137,33.40113,N,1st Avenue N and 19th Street,Bessemer,Jefferson,Alabama,35020
1019169,Bessemer Farmers Market at Medical West,-86.990644,33.373082,N,995 9th Ave SW,Bessemer,Jefferson,Alabama,35022
1019967,Bethalto Market In The Park,-90.053468,38.902967,N,213 N Priaire St,Bethalto,Madison,Illinois,62010
1021322,"BETHANY BEACH FARMERS' MARKET, INC.",-75.056515,38.538397,N,601 castle court,Bethany Beach,Sussex,Delaware,19930
1010406,Bethesda Central Farm Market,-77.09989,38.986761,Y,7600 Arlington Road,Bethesda ,Montgomery,Maryland,20814
1012494,Bethlehem Farmers' Market,-75.3784029,40.6098058,Y,Intersection of New and Morton Streets,Bethlehem,Lehigh,Pennsylvania,18015
1020196,Beverly Hills Farmers Market,-118.398746,34.073685,Y,9300 Civic Center Dr,Beverly Hills ,Los Angeles,California,90210
1019765,Bexley Farmers Market,-82.935745,39.957135,Y,E Main St and S Dawson Ave,Bexley,Franklin,Ohio,43209
1005949,Big Bear Farmers Market,-116.866714,34.260803,Y,42900 Big Bear Blvd,City of Big Bear Lake,San Bernardino,California,92315
1019338,Big Lake Farmers Market,-93.758167,45.333773,N,101 Lakeshore Drive,Big Lake,Sherburne,Minnesota,55309
1019339,Big Lake Winter Farmers Market,-93.747475,45.329205,N,311 Lake Street South,Big Lake,Sherburne,Minnesota,55309
1019591,Billerica Farmers Market,-71.269999,42.557646,Y,25 Concord Road,Billerica,Middlesex,Massachusetts,01821
1021508,Birdsboro Farmers Market,-75.810113,40.262329,N,226 N Water St,Birdsboro,Berks,Pennsylvania,19508
1011037,BisMarket,-100.796471,46.803081,N,,Bismarck,Burleigh,North Dakota,58501
1012163,Blairstown Farmers' Market,-74.955689,40.982893,N,5 Stillwater Road,Blairstown,Warren,New Jersey,07825
1011829,Bloomfield Saturday Market,-79.944435,40.459005,Y,5050 Liberty Ave,Pittsburgh,Allegheny,Pennsylvania,15224
1018396,Bloomington Community Farmers' Market,-86.5369425,39.1703084,Y,401 N MortonSt,"Bloomington, IN ",Monroe,Indiana,47404
1018563,Bloomington Winter Farmers' Market,-86.539649,39.149906,N,1601 S Rogers St,Bloomington,Monroe,Indiana,47403
1019932,Blue Ash Farmers Market,-84.389892,39.251798,N,4335 Glendale Milford Road,Blue Ash,Butler,Ohio,45242
1020098,"Bluegrass Farmers Market, Inc",-84.418747,38.014875,Y,1837 Plaudit Place,Lexington ,Fayette,Kentucky,40509
1019372,Bluffton Farmers Market,-83.892721,40.893082,N,102 S Main St,Bluffton,Allen,Ohio,45817
1019440,Bluffton Farmers' & Artisans' Market,-85.172111,40.743479,N,360 N Main St,Bluffton,Wells,Indiana,46714
1018092,BMI Farmers' Market,-76.601326,39.273864,Y,1415 Key Highway,Baltimore,Baltimore City,Maryland,21230
1018313,Boise Farmers Market,-116.444084,43.532957,N,10TH & GROVE  - SUMMER MARKET,Boise City,Ada,Idaho,83702
1018316,BOISE FARMERS MARKET,-116.19193,43.60798,N,516 S. 8th Street,Boise City,Ada,Idaho,83702
1020101,Boone County Farmers Market,-84.721563,39.022231,Y,1961 Burlington Pike,Burlington,Boone,Kentucky,41005
1006833,Boone Farmers Market Association,-93.879688,42.062726,Y,7th and Story Street,Boone,Boone,Iowa,50036
1019318,Boonville Farmers Market Inc,-92.741591,38.955643,N,1931 Boone Village Shopping Center,Boonville,Cooper,Missouri,65233
1019693,Botetourt Farmer's Market ,-79.912646,37.417795,N,90 Town Center St,Daleville,Botetourt,Virginia,24083
1018394,Bottineau Farmers Market,-100.4459433,48.8262788,N,6th Street and Main Street,Bottineau,Bottineau,North Dakota,58318
1001526,Boulder Farmers and Artisan's Market,-112.117592,46.239153,N,304 N. Main Street,Boulder,Jefferson,Montana,59632
1019165,Bowie Farmers' Market,-76.741902,38.97832,Y,15200 Annapolis Road ,Bowie,Prince George's,Maryland,20715
1020096,Boyd County Farmers Market - King's Daughters Medical Center,-82.630489,38.470783,Y,2420 Center Street,Catlettsburg,Boyd,Kentucky,41129
1020099,Boyd County Farmers Market - KYOVA Mall ,-82.712555,38.400138,Y,10699 US-60,Ashland,Boyd,Kentucky,41102
1019205,Boyne City Farmers Market,-85.015378,45.21685,Y,319 N. Lake St,Boyne City,Charlevoix,Michigan,49712
1021248,Braeswood Farmers Market,-95.477537,29.676944,N,5401 south braeswood,Houston,Harris,Texas,77096
1018227,Braintree Farmers Market,-71.004927,42.206437,Y,1 JFK Memorial Dr,Braintree  ,Norfolk,Massachusetts,02184
1002407,Brattleboro Area Farmers' Market,-72.58407,42.8499,Y,570 Western Ave.,Brattleboro,Windham,Vermont,05301
1011075,Brattleboro WInter Farmers' Market,-72.560166,42.850844,N,80 Flat St.,Brattleboro ,Windham,Vermont,05301
1020113,Breathitt County Farmers' Market,-83.348327,37.535327,N,3215 Quicksand Road,Jackson,Breathitt,Kentucky,41339
1018556,Bremerton Community Farmers Market,-122.628866,47.574253,Y,1400 Park Ave,Bremerton,Kitsap,Washington,98337
1019146,Bridgewater Farmer's Market,-74.607976,40.588552,N,1 Vogt Drive,Bridgewater,Somerset,New Jersey,08807
1018756,Brigham City Farmers Market,-112.015057,41.510773,N,20 N Main Street,Brigham City,Box Elder,Utah,84302
1005483,Brimfield at Hitchcock Free Academy,-72.199901,42.122751,Y,"Hitchcock Free Academy, a community center parking lot, at  2 Brookfield Rd.",Brimfield,Hampden,Massachusetts,01010
1019905,Broad St. Farmers Market,-71.41892,41.801869,Y,807 Broad St.,Providence,Providence,Rhode Island,02907
1019257,Broadway Farmers Market,-78.799904,38.611375,N,161 S Main St,Broadway,Rockingham,Virginia,22815
1019984,Brockton Farmers Market,-71.018866,42.082799,N,45 School St,Brockton,Plymouth,Massachusetts,02301
1019794,Bronzeville Growers Market,-82.976997,39.97139,N,925 E. Mt. Vernon Avenue,Columbus ,Franklin,Ohio,43203
1019527,BROOKINGS HARBOR FARMERS MARKET,-124.244963,42.037301,Y,15786 HWY 101 SOUTH,Brookings ,Curry,Oregon,97415
1021210,Brookline Farmers' Market,-71.123782,42.34219,Y,Centre Street West PArking Lot,Brookline,Norfolk,Massachusetts,02446
1021736,Brookside Farmers' Market,-94.551136,39.125212,N,6425 Wornall Road ,Kansas City,Jackson,Missouri,64113
1018891,Brooksville Farmers' Market,-82.449304,28.654639,N,15487 Citrus Way,Brooksville,Hernando,Florida,34614
1021515,Brookville Farmer's Market,-85.012083,39.412804,N,116 Main Street,BROOKVILLE,Franklin,Indiana,47012
1021262,Broome County Regional Farmers Market,-75.904648,42.129759,Y,840 Upper Front St,Binghamton,Broome,New York,13905
1019906,Brown University Farmers Market,-71.400031,41.826418,Y,201 Thayer St,Providence,Providence,Rhode Island,02906
1019727,Brownsburg Farmers Market,-86.396445,39.844272,Y,61 N. Green Street,Brownsburg,Hendricks,Indiana,46112
1017968,Bruce Community Farmers Market,-91.2746971,45.4551101,Y,Corner of Hwy 8 and N Alvey Street,Bruce,Rusk,Wisconsin,54819
1008607,Brunswick-Topsham Land Trust Farmers' Market at Crystal Spring Farm,-69.995923,43.890786,N,277 Pleasant Hill Rd,Brunswick,Cumberland,Maine,04011
1021311,Bryn Mawr Farmers' Market,-75.317067,40.021168,Y,775 Lancaster Avenue,Bryn Mawr,Montgomery,Pennsylvania,19010
1019218,Buckroe Beach Farmers Market,-76.291807,37.041273,N,100 N. First Street,Hampton,Hampton,Virginia,23664
1008953,Bucksport Bay Farmers' Market,-68.796497,44.572636,Y,99 Main Street,Bucksport ,Hancock,Maine,04416
1000843,Burbank Certified Farmers' Market,-118.3079771,34.1828004,Y,"150 N. Third Street Burbank, CA 91502",Burbank,Los Angeles,California,91502
1019492,Burke ,-77.263568,38.776991,N,5671 Roberts Parkway,Burke,Fairfax,Virginia,22015
1021524,Burke Area Farmers Market,-99.299066,43.185042,N,626 County Road,Burke,Gregory,South Dakota,57523
1019965,Burlington Farmers Market,-73.215415,44.46973,N,345 Pine Street,Burlington,Chittenden,Vermont,05401
1021728,Burrillville Farmers Market,-71.677124,41.967496,N,75 Tinkham Lane,Harrisville,Providence,Rhode Island,02830
1002567,"Butler County Farmers Market, Greenville, AL",-86.617709,31.830281,N,701 Cedar,Greenville,Butler,Alabama,36037
1001362,Butte Farmers Market,-112.5364,46.01269,Y,Uptown Butte,Butte,Silver Bow,Montana,59701
1021238,Buy Local Farmers Market - Fall Creek,-95.269976,29.93294,N,7930 Fall Creek Bend,Humble,Harris,Texas,77396
1021614,C & C Garden,-86.26681,41.657676,N,2022 S Scott St,South Bend ,St. Joseph,Indiana,46613
1020089,Cadiz/Trigg County Farmers Market,-87.835998,36.862889,Y,7 0 Main Street,"Cadiz, KY",Trigg,Kentucky,42211
1004927,Cagan Crossings Farmers' Market,-81.678425,28.355644,N,600 Cagan Park Ave.,Clermont,Lake,Florida,34714
1019922,CalaverasGROWN Certified Farmers' Market San Andreas,-120.667822,38.191243,Y,891 Mountain Ranch Road,San Andreas,Calaveras,California,95249
1019978,CalaverasGROWN Murphys Certified Farmers' Market ,-120.463811,38.13686,Y,505 S. Algiers St. ,Murphys,Calaveras,California,95247
1018263,Caledonia Farmers Market Association - Winter,-72.016831,44.417224,N,Pearl St,St. Johnsbury,Caledonia,Vermont,05819
1019980,Caledonia Outdoor Market,-87.822883,42.769605,Y,3920 N Greenbay Rd,Caledonia,Racine,Wisconsin,53404
1020188,California Avenue Farmers' Market,-122.13255,37.46778,Y,"California Avenue, at El Camino",Palo Alto,Santa Clara,California,94306
1018459,California Farmers Market,-76.499596,38.294524,Y,22810 Three Notch Road,California,St. Mary's,Maryland,20619
1019997,Camarillo Hospice Certified Farmers Market,-119.041574,34.216518,Y,2220 Ventura Blvd.,Camarillo ,Ventura,California,93010
1020160,Cambria Farmers Market,-121.096629,35.564323,Y,1000 Main Street,Cambria,San Luis Obispo,California,93428
1020183,Cambrian Park Farmers' Market,-121.819306,37.296867,Y,Camden Avenue and Union Avenue,San Jose,Santa Clara,California,95124
1002674,Camellia City Farmers Market,-89.780754,30.275994,N,333 Erlanger Ave. (corner of 3rd. St.),Olde Towne Slidell,St. Tammany,Louisiana,70458
1021575,Cameron Park Burke Junction Certified Farmers Market,-120.973615,38.657829,Y,Burke Junction Shopping Certer,Cameron Park,El Dorado,California,95672
1020117,Campbell County Farmers Market Association,-84.392139,38.97801,Y,7634 Alexandria Pike,Alexandria ,Campbell,Kentucky,41001
1020118,Campbell County Farmers Market Association,-84.451866,39.028829,Y,3504 Alexandria Pike,Highland Heights ,Campbell,Kentucky,41075
1020119,Campbell County Farmers Market Association,-84.491761,39.090164,Y,709 Monmouth St,Newport ,Campbell,Kentucky,41071
1020184,Campbell Farmers' Market,-121.954352,37.280232,Y,Campbell Avenue & Central Avenue,Campbell,Santa Clara,California,95008
1009034,Canal District Farmers Market ,-71.797436,42.256235,N,200 Harding Street,Worcester,Worcester,Massachusetts,01604
1019810,Canal Market District,-82.401032,40.056586,Y,36 East Canal Street,Newark,Licking,Ohio,43055
1021202,Canal Village Farmers' Market,-78.388368,43.220102,Y,127 West Center Street,Medina,Orleans,New York,14103
1012038,Canoga Park Certified Farmers Market,-118.601612,34.203746,Y,7248 Owensmouth st,canoga park,Los Angeles,California,91303
1019772,Canton Farmers Market,-83.533591,42.308841,Y,500 North Ridge Road,Canton,Wayne,Michigan,48188
1021435,Canton Farmers' Market,-81.374888,40.80065,Y,300 Market Ave N,Canton,Stark,Ohio,44702
1021294,Cape Coral Farmers Market,-81.954459,26.564457,N,SE 47th Terrace & SE 10th Place,Cape Coral,Lee,Florida,33904
1021655,Cape Riverfront Market,-89.519952,37.302782,N,35 S Spanish Street,Cape Girardeau,Cape Girardeau,Missouri,63703
1011930,Capital City Farmers Market,-75.5262294,39.1576541,Y,126 West Loockerman Street (Loockerman Way Plaza),Dover,Kent,Delaware,19904
1018359,Capital Harvest on the Plaza,-77.030256,38.894748,N,1300 Pennsylvania Avenue,DC,District of Columbia,District of Columbia,20004
1008450,Carmel Farmers Markets at the Barnyard Shopping Village,-121.9270394,36.9872756,Y,3690 The Barnyard,Carmel,Monterey,California,93923
1006651,Carnation Farmers Market,-121.912419,47.648587,Y,Corner of Bird and Stossel,Carnation,King,Washington,98014
1019417,Carolina fresh market and more,-82.4614,34.641892,N,6619 hwy 29 north,Pelzer ,Anderson,South Carolina,29669
1021269,Carrboro Farmers' Market,-79.077607,35.910781,Y,301 W Main St,Carrboro,Orange,North Carolina,27510
1008322,Carrollton Farmers Market,-93.496941,39.358097,N,Carrollton Uptown Square,Carrollton,Carroll,Missouri,64633
1021213,Carson Farmers Market @3rd & Curry St. ,-119.768164,39.162841,Y,3rd & Curry St. ,Carson City,Carson City,Nevada,89703
1020071,Carter County FarmersвЂ™ Market - Grayson,-82.904359,38.331557,Y,94 FAIRGROUND DR,GRAYSON,Carter,Kentucky,41143
1020074,Carter County FarmersвЂ™ Market - Olive Hill,-83.180887,38.29761,Y,131 Jessica Lane,Olive Hill,Carter,Kentucky,41164
1012093,Carver Farmers Market,-70.769182,41.888852,N,108 Main St.,Carver,Plymouth,Massachusetts,02330
1021740,Casey Farm Market,-71.423314,41.51301,N,2325 Boston Neck Rd.,Saunderstown,Washington,Rhode Island,02874
1008276,Catawba County Public Health Farmers Market,-81.269507,35.712066,Y,3070 11th Ave Dr. SE,Hickory,Catawba,North Carolina,28602
1019159,Catawba Valley Farmers Market,-80.1068482,37.3835006,N,4965 Catawba Creek Road,Catawba,Roanoke,Virginia,24070
1021242,CAVE SPRING FARMERS MARKET,-85.30991,34.132871,N,6770 Cave Spring Rd SW,CAVE SPRING,Floyd,Georgia,30124
1012484,Cedar Mill Farmers Market,-122.8141034,45.5263877,Y,Corner Of NW Cornell and Murray Roads,Portland,Washington,Oregon,97229
